Acc Num, Acceleration1(mg), Acceleration2(mg), Acceleration3(mg), Angular Rate1(mdps), Angular Rate2(mdps), Angular Rate3(mdps)
2701, 271.5720, 228.6280, 642.5740, 2555.0000, 0.0000, -350.0000
2702, 277.7940, 234.4840, 657.2140, -70.0000, -630.0000, -350.0000
2703, 283.6500, 239.8520, 671.0000, -2555.0000, -875.0000, -840.0000
2704, 289.2620, 244.7320, 683.9320, -4305.0000, -1785.0000, -735.0000
2705, 294.6300, 249.0020, 696.2540, -630.0000, -840.0000, -1225.0000
2706, 299.6320, 253.0280, 708.2100, 2765.0000, -770.0000, -1855.0000
2707, 304.0240, 256.9320, 719.0680, -490.0000, -1365.0000, -1785.0000
2708, 307.9280, 259.9820, 728.2180, 4270.0000, 700.0000, -1925.0000
2709, 311.7100, 263.1540, 737.2460, -700.0000, 700.0000, -3395.0000
2710, 315.1260, 267.1800, 747.0060, -4865.0000, -735.0000, 280.0000
2711, 318.1760, 270.8400, 756.2780, 210.0000, -1435.0000, 3430.0000
2712, 321.5920, 273.1580, 764.2080, 3255.0000, -1540.0000, 3045.0000
2713, 325.0080, 274.9880, 770.7960, 2975.0000, 0.0000, 770.0000
2714, 327.9360, 277.1840, 777.1400, 1540.0000, 1050.0000, -350.0000
2715, 330.7420, 279.7460, 783.8500, 2030.0000, 420.0000, -945.0000
2716, 333.4260, 282.0640, 790.1940, 2030.0000, -1295.0000, -630.0000
2717, 336.1100, 283.8940, 795.4400, 1225.0000, -1540.0000, -875.0000
2718, 338.4280, 285.6020, 800.3200, 2205.0000, -175.0000, -1960.0000
2719, 340.2580, 287.5540, 805.3220, -420.0000, -455.0000, -1645.0000
2720, 342.0880, 289.1400, 809.9580, -2310.0000, -455.0000, -840.0000
2721, 343.9180, 290.6040, 814.2280, 0.0000, 175.0000, -210.0000
2722, 345.7480, 292.0680, 818.3760, -700.0000, -70.0000, 210.0000
2723, 347.5780, 293.1660, 822.2800, -1015.0000, 140.0000, 630.0000
2724, 349.0420, 294.3860, 826.0620, -1015.0000, 35.0000, -700.0000
2725, 350.3840, 295.9720, 829.4780, -3255.0000, -595.0000, -105.0000
2726, 351.6040, 296.9480, 832.6500, -2695.0000, -875.0000, -245.0000
2727, 352.9460, 297.3140, 835.7000, -2310.0000, -735.0000, -315.0000
2728, 354.2880, 297.5580, 838.8720, -1365.0000, -805.0000, -1085.0000
2729, 355.2640, 298.0460, 841.8000, 245.0000, -525.0000, -1435.0000
2730, 356.2400, 298.4120, 844.7280, 525.0000, -280.0000, -1330.0000
2731, 357.0940, 298.6560, 847.1680, 560.0000, -385.0000, -1225.0000
2732, 357.8260, 299.0220, 849.3640, 980.0000, -175.0000, -875.0000
2733, 358.4360, 299.2660, 851.1940, 0.0000, -385.0000, -105.0000
2734, 359.2900, 299.3880, 853.0240, -735.0000, -175.0000, 35.0000
2735, 360.1440, 299.6320, 854.8540, -805.0000, -210.0000, -70.0000
2736, 360.8760, 299.8760, 856.8060, -1050.0000, -455.0000, 105.0000
2737, 361.4860, 300.1200, 858.7580, -140.0000, -420.0000, 70.0000
2738, 362.2180, 299.9980, 860.4660, 350.0000, -280.0000, -175.0000
2739, 362.9500, 299.7540, 862.0520, -1050.0000, -560.0000, -1155.0000
2740, 363.5600, 299.7540, 863.6380, -245.0000, -560.0000, -1575.0000
2741, 364.0480, 300.1200, 865.1020, -140.0000, -420.0000, -1225.0000
2742, 364.2920, 300.1200, 866.3220, -525.0000, -35.0000, -630.0000
2743, 364.2920, 300.2420, 866.9320, 595.0000, 875.0000, 280.0000
2744, 364.2920, 300.4860, 867.1760, 70.0000, 2590.0000, 2100.0000
2745, 364.2920, 300.7300, 867.0540, -1330.0000, 5075.0000, 3885.0000
2746, 363.9260, 301.7060, 866.2000, -3850.0000, 9310.0000, 6125.0000
2747, 363.1940, 305.8540, 862.7840, -5145.0000, 17395.0000, 12880.0000
2748, 360.8760, 312.9300, 856.9280, 1645.0000, 32095.0000, 28630.0000
2749, 356.6060, 319.1520, 851.6820, 2345.0000, 47355.0000, 46445.0000
2750, 350.5060, 320.3720, 849.9740, -15155.0000, 55860.0000, 56455.0000
2751, 343.1860, 316.4680, 852.7800, -31500.0000, 56560.0000, 58170.0000
2752, 335.7440, 310.7340, 857.6600, -38815.0000, 53270.0000, 59640.0000
2753, 327.2040, 304.3900, 863.7600, -39515.0000, 52465.0000, 63560.0000
2754, 316.7120, 295.1180, 872.3000, -26495.0000, 46760.0000, 66045.0000
2755, 306.0980, 283.4060, 881.2060, 35.0000, 45780.0000, 67865.0000
2756, 295.4840, 269.8640, 889.5020, 2905.0000, 43680.0000, 62475.0000
2757, 284.0160, 254.7360, 898.8960, -5145.0000, 40670.0000, 53340.0000
2758, 273.0360, 240.9500, 906.9480, -19005.0000, 34650.0000, 43925.0000
2759, 261.6900, 228.2620, 913.6580, -12320.0000, 32725.0000, 39970.0000
2760, 249.2460, 216.0620, 920.6120, -6685.0000, 29155.0000, 36400.0000
2761, 237.1680, 205.2040, 927.2000, 3255.0000, 26075.0000, 34440.0000
2762, 225.5780, 196.9080, 932.8120, 9450.0000, 22855.0000, 34125.0000
2763, 214.9640, 190.3200, 936.7160, 35140.0000, 23660.0000, 39130.0000
2764, 203.4960, 185.0740, 942.2060, 44695.0000, 25865.0000, 37940.0000
2765, 192.2720, 181.0480, 947.8180, 4270.0000, 19740.0000, 28105.0000
2766, 182.3900, 176.0460, 951.2340, -9065.0000, 19145.0000, 19740.0000
2767, 172.0200, 171.4100, 953.5520, 2485.0000, 21770.0000, 15435.0000
2768, 160.1860, 167.7500, 955.6260, 17080.0000, 26145.0000, 14245.0000
2769, 147.0100, 164.0900, 959.1640, 4305.0000, 24395.0000, 8785.0000
2770, 134.6880, 162.6260, 960.6280, 560.0000, 25165.0000, 7210.0000
2771, 122.1220, 164.3340, 959.2860, 15400.0000, 30870.0000, 11585.0000
2772, 106.2620, 165.7980, 960.5060, 13685.0000, 35735.0000, 13440.0000
2773, 89.3040, 166.1640, 964.6540, -1995.0000, 30835.0000, 14280.0000
2774, 73.0780, 166.0420, 969.0460, -15085.0000, 26215.0000, 14665.0000
2775, 56.6080, 165.1880, 975.7560, -12355.0000, 17360.0000, 16730.0000
2776, 41.4800, 163.6020, 981.4900, -3360.0000, 7700.0000, 18515.0000
2777, 28.1820, 162.3820, 985.1500, 1680.0000, 3010.0000, 19880.0000
2778, 16.3480, 160.6740, 987.5900, -4445.0000, -1540.0000, 19075.0000
2779, 5.9780, 157.6240, 988.0780, -6860.0000, -1785.0000, 16100.0000
2780, -3.7820, 154.0860, 986.8580, -4410.0000, -3220.0000, 12950.0000
2781, -12.6880, 149.3280, 983.6860, -5075.0000, -1015.0000, 9590.0000
2782, -22.5700, 144.5700, 982.3440, -13615.0000, 2695.0000, 3955.0000
2783, -35.2580, 138.2260, 985.5160, -34440.0000, -2660.0000, -4025.0000
2784, -47.2140, 130.1740, 988.2000, -28560.0000, -7245.0000, -9905.0000
2785, -55.8760, 122.8540, 986.0040, -15190.0000, 350.0000, -15785.0000
2786, -64.0500, 118.2180, 982.8320, -14595.0000, 12670.0000, -21700.0000
2787, -74.0540, 115.9000, 981.9780, -23555.0000, 20755.0000, -23870.0000
2788, -86.2540, 114.9240, 982.1000, -10325.0000, 24430.0000, -16660.0000
2789, -98.5760, 113.0940, 979.7820, -8295.0000, 28665.0000, -5145.0000
2790, -109.8000, 105.7740, 975.2680, -11095.0000, 31080.0000, -2135.0000
2791, -120.0480, 98.3320, 973.6820, 14105.0000, 34510.0000, 0.0000
2792, -128.8320, 94.0620, 976.1220, 525.0000, 28070.0000, 1015.0000
2793, -137.1280, 89.5480, 978.0740, -4025.0000, 19880.0000, 1120.0000
2794, -146.7660, 85.8880, 978.0740, -1085.0000, 15575.0000, 735.0000
2795, -157.6240, 82.2280, 977.2200, -7385.0000, 12670.0000, 70.0000
2796, -167.8720, 77.7140, 975.8780, -9275.0000, 10290.0000, -1155.0000
2797, -177.5100, 73.3220, 974.4140, -7385.0000, 7000.0000, -1225.0000
2798, -187.0260, 68.9300, 973.1940, -9205.0000, 1925.0000, -560.0000
2799, -195.8100, 63.9280, 972.0960, -11445.0000, -1470.0000, -735.0000
2800, -204.1060, 59.4140, 970.7540, -14875.0000, -3360.0000, -665.0000
2801, -211.9140, 54.9000, 969.2900, -19215.0000, -4900.0000, -315.0000
2802, -218.7460, 49.0440, 967.9480, -11970.0000, -4970.0000, -560.0000
2803, -224.9680, 43.3100, 966.8500, -6615.0000, -4095.0000, -1120.0000
2804, -230.8240, 38.0640, 965.8740, -6020.0000, -3885.0000, -1540.0000
2805, -236.1920, 32.5740, 964.8980, -560.0000, -2975.0000, -1750.0000
2806, -241.0720, 27.5720, 964.0440, 980.0000, -2240.0000, -1890.0000
2807, -245.5860, 23.1800, 963.4340, -700.0000, -3255.0000, -1610.0000
2808, -249.6120, 18.7880, 962.7020, -1505.0000, -4515.0000, -840.0000
2809, -253.3940, 14.3960, 962.0920, -2520.0000, -5950.0000, 595.0000
2810, -256.5660, 10.3700, 961.7260, -1190.0000, -6475.0000, 2310.0000
2811, -259.3720, 6.4660, 961.3600, -2065.0000, -7035.0000, 2730.0000
2812, -261.8120, 2.5620, 961.1160, -175.0000, -6230.0000, 2800.0000
2813, -263.6420, -0.7320, 961.2380, -140.0000, -5845.0000, 2450.0000
2814, -265.2280, -3.7820, 961.2380, 525.0000, -5005.0000, 2135.0000
2815, -266.5700, -6.3440, 961.3600, 840.0000, -3570.0000, 1015.0000
2816, -267.9120, -8.6620, 961.6040, -35.0000, -2835.0000, 455.0000
2817, -269.0100, -11.1020, 961.6040, -1680.0000, -4165.0000, 735.0000
2818, -270.1080, -13.6640, 961.2380, -805.0000, -4690.0000, 1330.0000
2819, -270.7180, -16.3480, 961.1160, -1680.0000, -5495.0000, 1155.0000
2820, -270.8400, -18.7880, 961.4820, -840.0000, -5390.0000, 1225.0000
2821, -270.9620, -20.9840, 961.9700, 210.0000, -4550.0000, 770.0000
2822, -270.8400, -22.9360, 962.3360, 1330.0000, -3185.0000, 245.0000
2823, -270.7180, -24.6440, 962.8240, 1260.0000, -2450.0000, -35.0000
2824, -270.4740, -26.3520, 963.0680, -560.0000, -2590.0000, 35.0000
2825, -270.2300, -28.1820, 963.1900, -1295.0000, -3500.0000, 700.0000
2826, -269.8640, -29.8900, 963.3120, 210.0000, -3640.0000, 1400.0000
2827, -269.4980, -31.2320, 963.6780, -1330.0000, -4305.0000, 1785.0000
2828, -269.0100, -32.6960, 963.9220, -1505.0000, -4865.0000, 1330.0000
2829, -268.4000, -34.0380, 964.2880, -140.0000, -4725.0000, 945.0000
2830, -267.4240, -35.2580, 964.7760, -840.0000, -5145.0000, 175.0000
2831, -266.3260, -36.6000, 965.2640, 70.0000, -5285.0000, -280.0000
2832, -265.2280, -37.8200, 965.8740, -1890.0000, -5705.0000, -910.0000
2833, -264.0080, -39.4060, 966.2400, -1715.0000, -6545.0000, -2345.0000
2834, -262.6660, -40.5040, 966.8500, 700.0000, -5810.0000, -2450.0000
2835, -261.2020, -41.2360, 967.4600, -2170.0000, -6265.0000, -1785.0000
2836, -259.6160, -42.5780, 967.8260, -2625.0000, -5810.0000, -1540.0000
2837, -257.7860, -44.2860, 968.0700, 175.0000, -5530.0000, -1365.0000
2838, -255.9560, -45.7500, 968.3140, 665.0000, -5915.0000, -805.0000
2839, -254.1260, -46.7260, 968.8020, -805.0000, -6090.0000, -210.0000
2840, -251.9300, -47.5800, 969.7780, -1855.0000, -5775.0000, 665.0000
2841, -249.3680, -48.6780, 970.7540, -3815.0000, -5600.0000, 1050.0000
2842, -246.9280, -50.1420, 971.4860, -2170.0000, -4935.0000, 595.0000
2843, -244.7320, -51.2400, 971.9740, -175.0000, -4445.0000, 840.0000
2844, -242.5360, -52.3380, 972.3400, -2310.0000, -5215.0000, 1225.0000
2845, -240.3400, -53.8020, 972.5840, -140.0000, -6020.0000, 1995.0000
2846, -238.2660, -55.1440, 972.8280, 665.0000, -7875.0000, 3535.0000
2847, -236.0700, -56.2420, 972.8280, -210.0000, -10640.0000, 5355.0000
2848, -233.3860, -56.8520, 972.9500, -4060.0000, -12180.0000, 6650.0000
2849, -230.3360, -57.4620, 973.8040, -5320.0000, -11725.0000, 7490.0000
2850, -226.6760, -58.6820, 974.7800, -2800.0000, -10500.0000, 5495.0000
2851, -222.8940, -59.0480, 975.7560, -3815.0000, -10535.0000, 2275.0000
2852, -219.1120, -59.5360, 976.8540, -11620.0000, -10115.0000, -1400.0000
2853, -214.7200, -61.4880, 978.5620, -8855.0000, -6125.0000, -3780.0000
2854, -210.5720, -63.8060, 979.9040, -6545.0000, -2065.0000, -5250.0000
2855, -207.0340, -66.1240, 980.7580, -4900.0000, 1470.0000, -4900.0000
2856, -203.8620, -68.8080, 981.2460, -2520.0000, 3640.0000, -4200.0000
2857, -201.3000, -71.7360, 981.3680, 1330.0000, 4760.0000, -2625.0000
2858, -199.1040, -74.2980, 981.4900, 3745.0000, 3815.0000, 70.0000
2859, -196.9080, -76.3720, 981.6120, 1330.0000, 280.0000, 1680.0000
2860, -195.0780, -78.0800, 981.6120, 455.0000, -2415.0000, 2450.0000
2861, -193.4920, -79.4220, 981.7340, -280.0000, -3045.0000, 2240.0000
2862, -191.5400, -80.3980, 982.1000, -2765.0000, -2310.0000, 1050.0000
2863, -189.5880, -81.6180, 982.8320, -2275.0000, -700.0000, -875.0000
2864, -187.5140, -82.9600, 983.5640, 175.0000, 385.0000, -2275.0000
2865, -185.9280, -84.3020, 983.8080, -1645.0000, -35.0000, -2975.0000
2866, -184.8300, -85.8880, 983.6860, -420.0000, -315.0000, -3150.0000
2867, -183.4880, -87.7180, 983.6860, -1365.0000, -875.0000, -1960.0000
2868, -182.1460, -89.4260, 983.9300, -455.0000, -280.0000, -35.0000
2869, -180.9260, -90.8900, 984.1740, 1470.0000, 665.0000, 1050.0000
2870, -179.9500, -92.1100, 984.1740, 595.0000, -70.0000, 1610.0000
2871, -179.0960, -93.0860, 984.0520, -420.0000, -1400.0000, 1960.0000
2872, -178.1200, -94.1840, 984.0520, -2800.0000, -3185.0000, 1960.0000
2873, -177.1440, -95.2820, 984.0520, -805.0000, -3850.0000, 1960.0000
2874, -176.1680, -96.2580, 984.1740, -2800.0000, -5635.0000, 2030.0000
2875, -175.1920, -97.8440, 984.1740, -2135.0000, -6265.0000, 2870.0000
2876, -174.0940, -98.6980, 984.1740, -1855.0000, -7350.0000, 4865.0000
2877, -172.6300, -99.6740, 984.1740, -6965.0000, -11095.0000, 5250.0000
2878, -170.6780, -101.2600, 984.4180, -5390.0000, -12600.0000, 3710.0000
2879, -167.9940, -102.6020, 985.0280, -4165.0000, -13020.0000, 2695.0000
2880, -164.9440, -104.1880, 985.7600, -6615.0000, -12460.0000, 1540.0000
2881, -162.2600, -106.3840, 986.0040, -525.0000, -9345.0000, 1295.0000
2882, -159.4540, -107.8480, 986.0040, 3465.0000, -6370.0000, 1330.0000
2883, -156.2820, -108.7020, 986.1260, 1680.0000, -5495.0000, -280.0000
2884, -152.9880, -109.4340, 986.4920, 1995.0000, -3850.0000, -3185.0000
2885, -149.5720, -110.2880, 986.9800, -385.0000, -4130.0000, -5565.0000
2886, -146.4000, -111.6300, 987.2240, -1715.0000, -3675.0000, -6510.0000
2887, -143.7160, -113.4600, 987.3460, -2415.0000, -4305.0000, -5425.0000
2888, -140.9100, -115.2900, 987.4680, -35.0000, -4130.0000, -4655.0000
2889, -138.3480, -116.2660, 987.5900, 770.0000, -5075.0000, -3990.0000
2890, -135.5420, -117.3640, 987.8340, -3045.0000, -7735.0000, -3955.0000
2891, -132.6140, -118.4620, 988.0780, -3815.0000, -10325.0000, -3675.0000
2892, -129.3200, -119.8040, 988.0780, -7350.0000, -15820.0000, -1225.0000
2893, -125.0500, -122.6100, 988.0780, -9940.0000, -18900.0000, -1610.0000
2894, -120.4140, -124.6840, 988.8100, -6825.0000, -16205.0000, -3395.0000
2895, -115.4120, -125.5380, 990.2740, -9240.0000, -10325.0000, -4200.0000
2896, -110.4100, -127.4900, 992.3480, -5915.0000, -3360.0000, -7140.0000
2897, -105.1640, -130.0520, 992.9580, -2135.0000, 1155.0000, -9835.0000
2898, -100.4060, -132.4920, 992.5920, -630.0000, 3605.0000, -11305.0000
2899, -96.7460, -134.4440, 991.8600, -1260.0000, 2695.0000, -12565.0000
2900, -93.2080, -137.0060, 990.6400, -3395.0000, 595.0000, -13090.0000
2901, -90.0360, -139.4460, 989.5420, -4375.0000, -1715.0000, -12250.0000
2902, -86.8640, -142.3740, 988.8100, -6860.0000, -3850.0000, -10780.0000
2903, -83.5700, -145.5460, 988.6880, -2940.0000, -2520.0000, -8260.0000
2904, -80.7640, -148.1080, 988.6880, -2870.0000, -1890.0000, -4130.0000
2905, -77.7140, -151.0360, 988.3220, -2520.0000, -2625.0000, -210.0000
2906, -74.4200, -154.0860, 987.8340, -4690.0000, -4795.0000, 4060.0000
2907, -71.3700, -157.1360, 987.8340, -4305.0000, -5670.0000, 6755.0000
2908, -68.3200, -159.9420, 988.0780, -2100.0000, -4270.0000, 7980.0000
2909, -65.5140, -162.3820, 988.5660, -1645.0000, -1365.0000, 7105.0000
2910, -62.9520, -164.5780, 989.0540, -175.0000, 1820.0000, 4200.0000
2911, -60.5120, -166.4080, 989.0540, 1890.0000, 3115.0000, 420.0000
2912, -58.4380, -167.9940, 988.6880, 1365.0000, 3150.0000, -2310.0000
2913, -56.8520, -170.0680, 988.3220, -1050.0000, 1715.0000, -2380.0000
2914, -55.3880, -172.3860, 987.9560, 1855.0000, 1680.0000, -490.0000
2915, -54.2900, -174.2160, 987.4680, 630.0000, 700.0000, 1995.0000
2916, -53.1920, -175.8020, 987.3460, 1260.0000, 910.0000, 2520.0000
2917, -52.2160, -177.0220, 987.3460, 2660.0000, 1750.0000, 2065.0000
2918, -51.2400, -178.2420, 987.4680, 1400.0000, 1645.0000, 1470.0000
2919, -50.7520, -179.3400, 987.2240, 3115.0000, 1680.0000, 1855.0000
2920, -50.3860, -180.3160, 986.9800, 2275.0000, 1050.0000, 2625.0000
2921, -50.1420, -181.2920, 986.8580, 2940.0000, 1330.0000, 3465.0000
2922, -50.0200, -182.2680, 986.8580, 3745.0000, 2310.0000, 4165.0000
2923, -50.1420, -182.3900, 987.2240, 4480.0000, 3080.0000, 5915.0000
2924, -50.1420, -182.2680, 987.3460, 4130.0000, 1995.0000, 5425.0000
2925, -50.6300, -182.0240, 987.2240, 6580.0000, 2065.0000, 3430.0000
2926, -51.2400, -181.0480, 987.3460, 3535.0000, 1645.0000, 1575.0000
2927, -51.8500, -180.4380, 987.4680, 2030.0000, 945.0000, 805.0000
2928, -52.4600, -180.0720, 987.4680, 3430.0000, 770.0000, 420.0000
2929, -53.0700, -179.5840, 987.4680, 1400.0000, 140.0000, 385.0000
2930, -53.6800, -179.2180, 987.3460, 350.0000, -700.0000, 525.0000
2931, -54.1680, -178.6080, 987.4680, 595.0000, -770.0000, 980.0000
2932, -54.7780, -177.9980, 987.7120, -2485.0000, -1295.0000, 1470.0000
2933, -55.3880, -177.7540, 987.7120, -210.0000, -630.0000, 945.0000
2934, -55.8760, -177.3880, 987.7120, -1260.0000, -490.0000, 105.0000
2935, -56.3640, -177.0220, 987.8340, -3185.0000, -875.0000, -490.0000
2936, -56.6080, -176.9000, 987.9560, -1120.0000, -805.0000, -1085.0000
2937, -56.9740, -176.9000, 987.9560, -945.0000, -560.0000, -2030.0000
2938, -57.3400, -176.9000, 987.8340, -2520.0000, -1190.0000, -2380.0000
2939, -57.7060, -177.3880, 987.7120, -3045.0000, -2170.0000, -2275.0000
2940, -57.9500, -177.9980, 987.4680, -1120.0000, -2660.0000, -1820.0000
2941, -57.9500, -178.3640, 987.4680, -2835.0000, -3290.0000, -1435.0000
2942, -57.8280, -178.8520, 987.4680, -3290.0000, -3675.0000, -1785.0000
2943, -57.5840, -179.5840, 987.3460, -2555.0000, -3570.0000, -1960.0000
2944, -57.2180, -180.1940, 987.3460, -840.0000, -2660.0000, -2555.0000
2945, -56.7300, -180.9260, 987.3460, -2135.0000, -2310.0000, -3080.0000
2946, -56.3640, -181.7800, 987.1020, -2800.0000, -2415.0000, -3465.0000
2947, -55.7540, -182.6340, 986.9800, -5425.0000, -3500.0000, -2940.0000
2948, -55.1440, -183.9760, 986.7360, -6965.0000, -5285.0000, -2345.0000
2949, -54.4120, -185.6840, 986.2480, -4760.0000, -5985.0000, -1820.0000
2950, -53.5580, -187.2700, 986.0040, -2940.0000, -5775.0000, -1120.0000
2951, -52.4600, -188.6120, 985.7600, -5635.0000, -6335.0000, -945.0000
2952, -50.9960, -190.5640, 985.5160, -4025.0000, -6195.0000, -1120.0000
2953, -49.5320, -192.3940, 985.3940, -1750.0000, -5320.0000, -910.0000
2954, -47.9460, -194.1020, 985.3940, -1050.0000, -4165.0000, -140.0000
2955, -46.3600, -195.8100, 985.1500, -595.0000, -2765.0000, 735.0000
2956, -44.7740, -197.3960, 985.0280, -840.0000, -1750.0000, 770.0000
2957, -43.1880, -198.8600, 984.7840, -1470.0000, -1505.0000, 210.0000
2958, -41.7240, -200.2020, 984.5400, -3640.0000, -1470.0000, -735.0000
2959, -40.2600, -201.6660, 984.4180, -5565.0000, -980.0000, -1715.0000
2960, -38.9180, -203.3740, 984.0520, -5810.0000, -525.0000, -2065.0000
2961, -37.6980, -205.3260, 983.4420, -7595.0000, -1330.0000, -2065.0000
2962, -36.2340, -207.8880, 982.8320, -8085.0000, -2345.0000, -2380.0000
2963, -34.8920, -210.6940, 982.2220, -9730.0000, -2590.0000, -1610.0000
2964, -33.3060, -214.4760, 981.2460, -13580.0000, -2730.0000, 1540.0000
2965, -31.3540, -217.2820, 981.1240, -15575.0000, -2275.0000, 9695.0000
2966, -27.6940, -221.6740, 982.2220, -24325.0000, 1890.0000, 20440.0000
2967, -21.9600, -229.2380, 983.3200, -29855.0000, 9345.0000, 36365.0000
2968, -23.5460, -236.6800, 980.8800, -47110.0000, 5530.0000, 53340.0000
2969, -33.4280, -242.9020, 973.6820, -16450.0000, 16275.0000, 62440.0000
2970, -39.5280, -247.1720, 969.6560, 27755.0000, 37625.0000, 55685.0000
2971, -41.2360, -249.1240, 971.9740, 30940.0000, 40320.0000, 37275.0000
2972, -45.3840, -250.9540, 974.0480, 4025.0000, 30240.0000, 21000.0000
2973, -54.2900, -253.5160, 971.4860, 700.0000, 23835.0000, 14980.0000
2974, -65.3920, -255.2240, 966.8500, 10780.0000, 19005.0000, 10710.0000
2975, -75.1520, -256.8100, 964.1660, 16800.0000, 14350.0000, 6615.0000
2976, -83.8140, -258.7620, 963.4340, 14910.0000, 10535.0000, 5495.0000
2977, -92.5980, -259.2500, 961.9700, 12705.0000, 7805.0000, 5985.0000
2978, -101.1380, -257.4200, 961.2380, 11690.0000, 6335.0000, 5040.0000
2979, -109.4340, -254.8580, 960.8720, 3675.0000, 3745.0000, 4690.0000
2980, -117.3640, -254.3700, 959.8960, -70.0000, 350.0000, 2275.0000
2981, -125.0500, -253.7600, 959.1640, 8960.0000, 0.0000, 2100.0000
2982, -132.4920, -252.1740, 958.1880, 2205.0000, -4585.0000, 1050.0000
2983, -139.2020, -251.5640, 956.6020, 3115.0000, -10640.0000, 1575.0000
2984, -144.3260, -251.3200, 955.6260, 2380.0000, -15155.0000, 3010.0000
2985, -148.7180, -250.3440, 956.4800, 3500.0000, -13825.0000, 1890.0000
2986, -153.2320, -248.1480, 956.8460, 3255.0000, -13965.0000, 0.0000
2987, -156.4040, -246.8060, 957.3340, 3430.0000, -10465.0000, -315.0000
2988, -158.1120, -246.0740, 958.9200, 7000.0000, -7630.0000, 1750.0000
2989, -159.0880, -244.1220, 959.6520, -455.0000, -5390.0000, 0.0000
2990, -160.6740, -241.6820, 959.6520, -3815.0000, -1015.0000, -1540.0000
2991, -162.9920, -240.3400, 958.3100, 315.0000, 315.0000, -4375.0000
2992, -165.4320, -239.3640, 956.1140, 6125.0000, 175.0000, -4760.0000
2993, -167.8720, -237.6560, 954.7720, 3465.0000, -1890.0000, -2835.0000
2994, -169.4580, -236.5580, 954.7720, -5495.0000, -4235.0000, -1120.0000
2995, -169.8240, -236.6800, 955.9920, -5285.0000, -4550.0000, 1365.0000
2996, -170.0680, -236.6800, 957.5780, -4410.0000, -4480.0000, 1190.0000
2997, -170.4340, -236.3140, 958.4320, -3710.0000, -3640.0000, 210.0000
2998, -170.9220, -236.1920, 958.4320, -4270.0000, -2625.0000, -1155.0000
2999, -171.2880, -236.0700, 958.5540, -5670.0000, -1855.0000, -2730.0000
3000, -171.6540, -236.6800, 958.4320, -5915.0000, -2275.0000, -2415.0000
3001, -172.1420, -237.5340, 958.0660, -4970.0000, -3290.0000, -1085.0000
3002, -172.2640, -238.2660, 958.0660, -4200.0000, -2065.0000, -1750.0000
3003, -172.1420, -239.2420, 958.4320, -1190.0000, -385.0000, -1890.0000
3004, -172.6300, -239.9740, 958.0660, -1575.0000, -455.0000, -2660.0000
3005, -172.8740, -240.7060, 957.8220, -385.0000, 175.0000, -4200.0000
3006, -172.2640, -241.9260, 958.4320, -805.0000, 35.0000, -3465.0000
3007, -172.1420, -243.2680, 958.5540, -35.0000, 35.0000, -3185.0000
3008, -172.8740, -243.7560, 957.8220, 2310.0000, 805.0000, -3675.0000
3009, -173.4840, -244.2440, 957.3340, 4900.0000, 1575.0000, -5215.0000
3010, -173.7280, -244.4880, 957.5780, 7735.0000, 2415.0000, -6440.0000
3011, -173.8500, -243.8780, 957.7000, 5600.0000, -280.0000, -9240.0000
3012, -173.8500, -243.0240, 957.7000, -2730.0000, -7875.0000, -13790.0000
3013, -174.9480, -241.3160, 956.9680, -4025.0000, -14385.0000, -22540.0000
